ARTIST,LABEL,MEDIA,GENRE,COMMENT,GENERAL INFO,CONDITION
WOLFMAN JACK,WOODEN NICKEL,Promotional Singles,Rock,Same song both sides.,"364 ""I Ain't Never Seen A White Man"" ",Very Good
"MAPHIS, Joe",STARDAY,EPs: 7-inch,Instrumental,"DJ Copy. ""Dixie Guitar"" and ""Y'All Come"" and ""Tennessee Guitar Polka"" and ""Cannonball Guitar"" and ""Bonapartes Guitar"" and ""Maybelle.""","242 ""Country Guitar Goes To The Jimmy Dean Show"" ",Near Mint
"SIMMS, Lee",BIG,Singles: 7-inch,Instrumental,"B-side= ""Simmer Down.""","615 ""Blue Mud"" ",Very Good
TWISTERS,DUEL,Singles: 7-inch,Instrumental,"B-side= ""Silly Chilli.""","502 ""Peppermint Twist"" ",Very Good
"EPPS, Preston",TOP RANK,Singles: 7-inch,Instrumental,"B-side= ""Bongola.""","2067 ""Blue Bongo"" ",Very Good +
ROYALTONES,GOLDISC,Singles: 7-inch,Instrumental,"Goldisc 3011. ""Flamingo Express"" and ""Tacos."" Stickers on one side of label.", ,Very Good
"CONNORS, Carol",MIRA,Singles: 7-inch,Surf,"Vinyl is VG++, but there is damage to both sides of label. B-side= ""My Baby Looks, But He Don't Touch.""","219 ""Lonely Little Beach  Girl"" ",Very Good ++
RANCHEROS,DOT,Singles: 7-inch,Instrumental,"B-side= ""Little Linda.""","16572 ""Linda's Tune"" ",Very Good +
OPTOMISTS,MERCURY,Singles: 7-inch,Surf,"DJ Copy. Group name on label reads 'Optimists.'    B-side= ""The Girl In Cabana No. 9.""","71872 ""Cloudy Crystal  Ball"" ",Very Good
RUMBLERS,DOT,Singles: 7-inch,Surf,"Dot 16421. ""Boss"" and ""I Don't Need You No More."" Tape on one side of label.",16421 thru 16521 ,Very Good
SURFARIS,DOT,Singles: 7-inch,Surf,"B-side= ""Surfer Joe."" Sticker on one side of label. With original Dot sleeve.","16479 ""Wipe Out"" ",Very Good
SURFARIS,DOT,Singles: 7-inch,Surf,"B-side= ""Surfer Joe."" With original Dot sleeve.","144 ""Wipe Out"" Black vinyl.",Very Good
SURFARIS,DOT,Singles: 7-inch,Surf,"B-side= ""Surfer Joe."" Orange/Pink multi-colored label. With original Dot sleeve.","144 ""Wipe Out"" Black vinyl.",Very Good +
"CASH, Johnny",SUN,Singles: 7-inch,Country,"B-side= ""Train Of Love."" Small sticker on one side of label.","258 ""There You Go"" ",Very Good
"LEWIS, Jerry Lee",SUN,Singles: 7-inch,Rockabilly,"B-side= ""It'll Be Me.""","267 ""Whole Lot of Shakin' Going  On"" ",Very Good +
"CASH, Johnny",SUN,Singles: 7-inch,Country,"B-side= ""Give My Love To Rose.""","279 ""Home of the Blues"" ",Very Good
"CASH, Johnny",SUN,Singles: 7-inch,Country,"B-side= ""Give My Love To Rose.""","279 ""Home of the Blues"" ",Very Good
"GORDON, Roscoe",FLIP,Singles: 7-inch,Rockabilly,"Plays great (VG). B-side= ""Love For You Baby.""","237 ""The Chicken"" ",Good
"MILLER, Frankie",STARDAY,Singles: 7-inch,Rockabilly,"B-side= ""Baby Rocked Her Dolly."" Label wear.","496 ""Rain Rain"" ",Very Good
"LEWIS, Jerry Lee",SUN,Singles: 7-inch,Rockabilly,"B-side= ""Down The Line"" written by Roy Orbison.","288 ""Breathless"" ",Very Good +
"CASH, Johnny",SUN,Singles: 7-inch,Country,"B-side= ""You're The Nearest Thing To Heaven.""","302 ""The Ways of a Woman in  Love"" ",Very Good +
"CASH, Johnny",SUN,Singles: 7-inch,Country,"B-side= ""I Love You Because.""","334 ""Straight A's in Love"" ",Very Good
"CASH, Johnny",SUN,EPs: 7-inch,Country,"""Hey, Good Lookin'"" and ""I Could Never Be Ashamed Of You"" and ""I Can't Help It"" and ""You Win Again."" Vinyl is VG++, but there is a label tear on B-side around top of record hole.","111 ""Johnny Cash Sings Hank  Williams"" ",Very Good ++
GEORGE & LOUIS,SUN,Singles: 7-inch,Rockabilly,"","301 ""The Return of Jerry Lee""/""Lewis  Boogie"" Lewis Boogie is by Jerry Lee Lewis.",Near Mint
"LEWIS, Jerry Lee",SUN,Singles: 7-inch,Rockabilly,"B-side= ""Seasons Of My Heart.""","384 ""Teenage Letter"" ",Very Good
"NEWMAN, Ted",REV,Singles: 7-inch,Rockabilly,"B-side= ""Unlucky Me.""","3505 ""Plaything"" ",Very Good
ARCHIES,CALENDAR,Singles: 7-inch,Rock,"Calendar 1008. ""Sugar Sugar"" and ""Melody Hill."" With original Calendar sleeve.", ,Near Mint
LITTLE TOMMY,SOUND OF SOUL,Singles: 7-inch,Northern Soul,Writing and sticker stain on one side of label. Vinyl is VG on B-side and VG+ on A-side.,"100 ""Lov'h""/""I'm  Hurt"" ",Very Good +
"BLEDSOE, Steve",VEM,Singles: 7-inch,Instrumental,"B-side= ""Three Thirty Blues."" And The Blue Jays. Searing guitar.","2227 ""After Hours"" ",Near Mint
IMPOSTERS,FROGDEATH,Singles: 7-inch,Surf,"B-side= ""Tulsa."" Name stamped on both sides of label.","1 ""Wipe In"" ",Very Good +
CHANDELLES,DOT,Singles: 7-inch,Surf,"B-side= ""Jetster."" With original Dot sleeve. Produced by Norman Petty. Classic two-sider. Billy Clayton's blistering guitar would later be heard on the B.C.'s ""Oh Yeow"" on the Ruff label.","16553 ""El Gato"" ",Mint
"WESTON, George",JACKPOT,Singles: 7-inch,Rockabilly,"DJ copy. B-side= ""My Foolish Pride.""","48017 ""Shelley,  Shelley"" ",Very Good
"LITTLE, Paul",PEAK,Singles: 7-inch,Rockabilly,"","188 ""Turn Around Baby""/""I Want to Walk with You"" ",Very Good
DE-VAURS,MOON,Singles: 7-inch,Doo Wop,"B-side= ""Boy In Mexico."" Label wear. Noise and scratches, but plays through.","105 ""Where Are You"" ",Good
"EDWARDS, Gloria",DELUXE,Singles: 7-inch,Northern Soul,"DJ copy. B-side= ""Enough Of A Woman.""","138 ""Real Love"" ",Mint
DUNES,MADISON,Singles: 7-inch,Instrumental,"B-side= ""Sloppy Jalopy.""","156 ""Lonely Sands"" ",Very Good
"FOUNTAIN, Roosevelt, & Pens of Rhythm",PRINCE-ADAMS,Singles: 7-inch,Instrumental,"B-side= ""Red Pepper II.""","447 ""Red  Pepper"" ",Very Good
"FOX, Johnny, & Foxes",NEWTIME,Singles: 7-inch,Rock 'n' Roll,"B-side= ""You Laff Too Much.""","507 ""Mountain Dew"" ",Very Good
BLUE SCEPTER,RARE EARTH,Singles: 7-inch,Rock,DJ copy.,"5040 ""Out in the  Night"" ",Near Mint
"HARRIS, Thurston",ALADDIN,Singles: 7-inch,Doo Wop,"Aladdin 3440. B-side= ""I Hear A Rhapsody.""","3430 ""Purple Stew"" ",Very Good
ORIGINAL SOUNDTRACKS,LAWN,Singles: 7-inch,Rockabilly,"B-side= ""Fooba-Wooba-John.""","214 ""Come on Let's Go"" ",Very Good
G - CLEFS,PILGRIM,Singles: 7-inch,Doo Wop,"B-side= ""Darla, My Darlin'.""","715 ""Ka Ding Dong"" Red label with pilgrims.",Very Good
"MARTIN, George, & Orchestra",U.A.,Singles: 7-inch,Rock,"B-side= ""And I Love Her.""","745 ""Ringo's Theme"" ",Very Good
DING DONG DADDIES,TOMLAN,Singles: 7-inch,Rockabilly,"B-side= ""Mr. Custer."" Surface scratches; plays VG.","1000 ""Shortnin' Bread"" ",Very Good
"DAVID, John, & Cinders",W.B.,Singles: 7-inch,Rock,"DJ copy. B-side= ""Day  Before Tomorrow."" Amarillo, Texas group. John David Souther was a member.","5825 ""No, Not My Heart"" ",Near Mint
"GIBSON, Don",MGM,Singles: 7-inch,Rockabilly,"B-side= ""It Happens Everytime."" Remnants of sticker on A-side; writing and sticker on B-side.","12494 ""I Ain't A-Studying You  Baby"" ",Very Good
"WALKER, Joe",BOLD,Singles: 7-inch,Northern Soul,"VG-. B-side= ""Just To Spend My Life With You.""","1004 ""This Is My Last  Goodbye"" ",Very Good
"SARDO, Johnny",CHOCK FULL O,Singles: 7-inch,Rockabilly,"B-side= ""Hip Hop."" Small stain on B-side."," 104 ""Take a Ride with Me""",Near Mint
BEATLES,CAPITOL,Picture Sleeves,Rock,Small sticker on one side of picture sleeve.,"5235 ""And I Love  Her"" ",Very Good ++
BEATLES,CAPITOL,Singles: 7-inch,Rock,"B-side= ""If I Fell.""","5235 ""And I Love Her"" Yellow/orange swirl label without ""Subsidiary of Capitol Industries.""",Very Good ++
OUTCASTS,DOT,Singles: 7-inch,Rock,"B-side= ""Mexican Maiden."" Nice instrumental with guitar. Very mild warp that does not affect play in any way.","16828 ""I Gotta Find Cupid"" ",Very Good ++
"GILMER, Jimmy",DOT,Singles: 7-inch,Rock,"Dot 16714. ""Lonesome Tears"" and ""Born To Be With You."" A-side written by Buddy Holly. With original Dot sleeve.", ,Very Good +
"GILMER, Jimmy",DOT,Singles: 7-inch,Rock,"Dot 16833. ""Hungry, Hungry, Hungry"" and ""White Roses."" With original Dot sleeve.", ,Very Good ++
"GILMER, Jimmy",DOT,Singles: 7-inch,Rock,"Dot 16715. ""More Than I Can Say"" and ""The Beating Of My Heart."" With original Dot sleeve.", ,Very Good
HYSTERICAL SOCIETY BOYS,ERB,Singles: 7-inch,Rockabilly,"B-side= ""I Got Shot (Out Of The Saddle). Amarillo, Texas band.","620001 ""Funny Face"" ",Very Good +
"DIDDLEY, Bo",CHECKER,Singles: 7-inch,R&B,"B-side= ""Dearest Darling.""","896 ""Hush Your Mouth"" ",Very Good
"DIDDLEY, Bo",CHECKER,Singles: 7-inch,R&B,"B-side= ""Before You Accuse Me.""","878 ""Say, Boss Man"" ",Very Good
"WRAY, Link",EPIC,Singles: 7-inch,Instrumental,"B-side= ""Dixie-Doodle."" With original Epic sleeve.","9300 ""Raw-Hide"" ",Very Good
"BERRY, Chuck",CHESS,Singles: 7-inch,R&B,"B-side= ""Little Queenie.""","1722 ""Almost Grown"" ",Very Good
COASTERS,ATCO,Singles: 7-inch,Doo Wop,"B-side= ""Sorry But I'm Gonna Have To Pass.""","6126 ""The Shadow Knows"" ",Very Good +
EL DORADOS,VEE-JAY,Singles: 7-inch,Doo Wop,"B-side= ""What's Buggin' You Baby.""","147 ""At My Front Door"" ",Very Good
CHAMPS,CHALLENGE,Singles: 7-inch,Instrumental,"Challenge 59007. ""El Rancho Rock"" and ""Midnighter."" Midnighter has a nice guitar break!",59007 thru 59322 ,Very Good
"KING, Earl",ACE,Singles: 7-inch,R&B,"B-side= ""Baby You Can Get Your Gun."" Sticker on one side of label.","509 ""Those Lonely, Lonely  Nights"" ",Very Good
FIREBALLS,ATCO,Singles: 7-inch,Rock,"Atco 6614. ""Come On, React!"" and ""Woman, Help Me!""", ,Very Good +
"JESSIE, Young",ATCO,Singles: 7-inch,R&B,"B-side= ""Shuffle In The Gravel."" Name written on B-side.","6101 ""Make Believe"" ",Very Good
"SHARPE, Ray",JAMIE,Singles: 7-inch,Rockabilly,Name written on one side of label.,"1128 ""Linda Lu""/""Monkey's  Uncle"" ",Very Good
"JESSIE, Young",MODERN,Singles: 7-inch,Doo Wop,"B-side= ""Don't Think I Will.""","961 ""Mary Lou"" ",Very Good
"VALENS, Ritchie",DEL-FI,Singles: 7-inch,Rockabilly,"B-side= ""In A Turkish Town."" Name written on label. ","4114 ""That's My Little  Suzie"" ",Very Good
"SMITH, George",RPM,Singles: 7-inch,R&B,"Plays VG. B-side= ""Blues In The Dark.""","434 ""Telephone Blues"" ",Good
"ACE, Johnny",DUKE,Singles: 7-inch,R&B,VG-. Plays VG. Name written on label.,"136 ""Pledging My Love""/""No  Money"" ",Very Good
SILHOUETTES,EMBER,Singles: 7-inch,Doo Wop,"B-side= ""I Am Lonely.""","1029 ""Get a Job"" Red or orange label.",Very Good
FABIAN,CHANCELLOR,Singles: 7-inch,Rock 'n' Roll,"B-side= ""Grapevine.""","1072 ""David and  Goliath"" ",Very Good +
BUDDY & CLAUDIA,CHESS,Singles: 7-inch,R&B,"B-side= ""Please Come Back To Me.""","1586 ""I Wanna Hug Ya, Kiss Ya, Squeeze Ya"" ",Very Good +
"CONLEY, Arthur",ATCO,Promotional Singles,Soul,"This record is not a promo. B-side= ""Put Our Love Together."" {R&B}","6563 ""Funky Street"" ",Very Good +
"GREEN, Vernon, & Medallions",DOOTONE,Singles: 7-inch,Doo Wop,"B-side= ""Coupe De Ville Baby."" Small sticker on one side of label.","357 ""The Telegram"" Maroon label.",Very Good +
BARBARIANS,LAURIE,Singles: 7-inch,Psychedelic/Garage,"B-side= ""Take It Or Leave It.""","3308 ""Are You a Boy or Are You a Girl"" ",Very Good +
LITTLE WALTER,CHECKER,Singles: 7-inch,R&B,"B-side= ""I Got To Go."" A-side label worn.","817 ""Roller Coaster"" ",Very Good
"DIXON, Willie",CHECKER,Singles: 7-inch,R&B,"Plays VG. B-side= ""If You're Mine.""","822 ""Walking the  Blues"" ",Good
"DIDDLEY, Bo",CHECKER,Singles: 7-inch,R&B,"B-side= ""Bring It To Jerome."" Sticker on one side of label.","827 ""Pretty Thing"" ",Very Good
LITTLE WALTER,CHECKER,Singles: 7-inch,R&B,"B-side= ""Take Me Back.""","852 ""It's Too Late  Brother"" ",Very Good
LITTLE WALTER,CHECKER,Singles: 7-inch,R&B,"B-side= ""Take Me Back.""","852 ""It's Too Late  Brother"" ",Very Good
LITTLE WALTER,CHECKER,Singles: 7-inch,R&B,"B-side= ""Temperature.""","867 ""Boom Boom, Out Goes the Lights"" ",Very Good
"BERRY, Chuck",CHESS,Singles: 7-inch,R&B,"B-side= ""Memphis, Tennessee.""","1729 ""Back in the USA"" ",Very Good
ROCKIN' R's,TEMPUS,Singles: 7-inch,Rockabilly,"","7541/7542 ""The Beat""/""Crazy  Baby"" Does not show ""TR-7541"" on label.",Very Good
"WYLIE, Richard",EPIC,Singles: 7-inch,R&B,"B-side= ""Weddin' Bells.""","9543 ""Come to Me"" ",Very Good
BILLY BOY,VEE-JAY,Singles: 7-inch,R&B,"B-side= ""Rockin' Itis.""","260 ""Prisoner's Plea"" ",Very Good
VELAIRES,JAMIE,Singles: 7-inch,Rock 'n' Roll,"Name written on label. ""Brazil"" is a very surfy sounding instrumental.","1198 ""Roll Over Beethoven""/  ""Brazil"" First issued as by the Flairs.",Very Good
Y'ALLS,RUFF,Singles: 7-inch,Psychedelic/Garage,"B-side= ""Please Come Back.""","1016 ""Run for Your Life"" ",Very Good
FIREBALLS,KAPP,Singles: 7-inch,Rockabilly,"","248 ""I Don't Know""/  ""Fireball"" ",Very Good
PENGUINS,DOOTONE,Singles: 7-inch,Doo Wop,"B-side= ""Hey Senorita.""","348 ""Earth Angel"" Blue label. Black vinyl.",Very Good
BOBBETTES,TRIPLE-X,Singles: 7-inch,Doo Wop,"Vinyl is VG++, but the record is cracked from the label area to half way through the record. Does not affect play. B-side= ""Billy.""","104 ""I Shot Mr. Lee"" ",Very Good ++
SUGAR CANES,KING,Singles: 7-inch,Instrumental,"B-side= ""Poor Boy.""","5157 ""Sioux Rock"" ",Very Good +
CYMARRON,ENTRANCE,Singles: 7-inch,Rock,"Entrance 7500. ""Rings"" and ""Like Children.""", ,Very Good
LAMPLIGHTERS,FEDERAL,Singles: 7-inch,Doo Wop,"B-side= ""Goody Good Things.""","12197 ""Yum! Yum!"" ",Very Good
CADETS,MODERN,Singles: 7-inch,Doo Wop,"Slight edge warp; does not affect play. Modern 960. ""Rollin' Stone"" and ""Fine Lookin' Baby.""",Except 971 & 1019 ,Good
ROAMERS,SAVOY,Singles: 7-inch,Doo Wop,"B-side= ""Deep Freeze.""","1147 ""I'll Never Get Over  You"" ",Very Good
DANDERLIERS,STATES,Singles: 7-inch,Doo Wop,"B-side= ""My Autumn Love."" Label wear on B-side.","147 ""Chop Chop   Boom"" Black vinyl.",Very Good
"BUFFALO, Cecil, & Prophets",SHO BOAT,Singles: 7-inch,Rock,"B-side= ""The Wild Hogs."" Arkansas sports (football) related songs. ","102 ""Big Red"" ",Very Good
HURRICANES,KING,Singles: 7-inch,Doo Wop,"B-side= ""Pistol Packin' Mama."" Small sticker on one side of label.","4817 ""Poor Little Dancing  Girl"" ",Very Good
"BALLARD, Hank, & Midnighters",FEDERAL,EPs: 7-inch,Doo Wop,"Side One- ""Work With Me Annie"" and ""Moonrise""; Side Two- ""Sexy Ways"" and ""Get It.""","333 ""Midnighters - Their Greatest  Hits"" ",Very Good
"CHAPLAIN, Paul",HARPER,Singles: 7-inch,Rockabilly,"B-side= ""Nicotine.""","100 ""Shortnin' Bread"" ",Very Good
POPPY FAMILY,LONDON,Singles: 7-inch,Rock,"London 129. ""Endless Sleep"" and ""Which Way You Goin' Billy?""", ,Very Good +
APPEGGIOS,ARIES,Singles: 7-inch,Doo Wop,"Reproduction (has a ring-like stamp in the matrix). B-side= ""Mary.""","001 ""I'll Be Singing"" ",Near Mint
FLAMINGOS,PARROT,Singles: 7-inch,Doo Wop,"Reproduction. B-side= ""Ko Ko Mo.""","812 ""I'm Yours"" Red vinyl.",Near Mint
"SNOW, Hank",RCA,Singles: 7-inch,Country,"RCA 295. ""You Broke The Chain That Held Our Hearts"" and ""No Golden Tomorrow Ahead."" With original RCA sleeve.",48-0056 thru 48-0400 Green vinyl.,Very Good
"ALLAN, Davie",TOWER,Singles: 7-inch,Surf,"Tower 295. ""Blue's Theme"" and ""Bongo Party.""", ,Very Good ++
"BROWN, Lattimore",SOUND STAGE 7,Singles: 7-inch,Soul,"Promo copy. Sound Stage 7 2616. ""Everyday I Have To Cry Some"" and ""So Says My Heart.""", ,Very Good +
COASTERS,ATCO,Singles: 7-inch,Doo Wop,"B-side= ""Stewball.""","6168 ""Wake Me, Shake   Me"" ",Very Good
LITTLE RICHARD,SPECIALTY,Singles: 7-inch,R&B,"B-side= ""Wonderin'.""","660 ""By the Light of the Silvery Moon"" ",Very Good
"ALLEN, Bill, & Keynotes",ELDORADO,Singles: 7-inch,Rockabilly,"B-side= ""Oo-We-Baby."" Small sticker on one side of label.","505 ""Butterfly"" ",Very Good
"JARRETT, Ted",SPAR,Singles: 7-inch,Instrumental,"B-side= ""(Let's Twist) Slow And Easy.""","716 ""My Happiness Twist"" ",Very Good ++
"FELTS, Derrell",OKEH,Singles: 7-inch,Rockabilly,"Promo copy. Gold sticker on one side of label reads ""Compliments Of Norman Petty Clovis, New Mexico.""","7118 ""It's a Great Big  Day"" ",Very Good
"VAUGHT, Bob",BAMBOO,Singles: 7-inch,Surf,"B-side= ""Bo' Gator.""","520 ""Church Key Twist"" ",Very Good
DELANCEYS,ABC-PAR,Singles: 7-inch,Instrumental,"DJ Copy. B-side= ""The Scratch."" Small cut-out hole. With original ABC-PAR sleeve.","10353 ""High Voltage"" ",Very Good ++
WATTS 103rd ST. RHYTHM BAND,KEYMEN,Singles: 7-inch,Instrumental,"DJ Copy. B-side= ""Charley.""","108 ""Spreadin' Honey"" ",Very Good +
TENDER SLIM,GREY CLIFF,Singles: 7-inch,Instrumental,"B-side= ""Hey Joe!"" Sticker taped to one side of label. Demented. Wait for the guitar break!","723 ""Teenage  Hayride"" ",Very Good +
"FONTAINE, Eddie",DECCA,Singles: 7-inch,Rockabilly,"DJ Copy. B-side= ""Into Each Life Some Rain Must Fall.""","30042 ""Cool It Baby"" ",Near Mint
"JONES, Jimmy",BELL,Singles: 7-inch,Soul,"B-side= ""Personal Property.""","682 ""39-21-40"" ",Very Good
MOONBEEMS,CHECKER,Singles: 7-inch,Doo Wop,"DJ Copy. B-side= ""Teen Age Baby.""","912 ""Cryin' the Blues"" 1003 ""Cryin'' the   Blues""",Very Good
"BAKER, Kenny",ORBIT,Singles: 7-inch,Rockabilly,"B-side= ""Goodbye Little Star.""","541 ""I'm Gonna Love You"" ",Very Good
"SHA-RAE, Billy",SPECTRUM,Singles: 7-inch,Soul,"B-side= ""Crying Clown.""","114 ""Do It"" ",Very Good
LIFEGUARDS,CASA BLANCA,Singles: 7-inch,Rockabilly,"B-side= ""Teenage Tango.""","5535 ""Everybody Out'ta the Pool"" First issue.",Very Good
"PARR, Johnny",LAWN,Singles: 7-inch,Soul,"DJ Copy. B-side= ""Don't Ever Say You're Sorry.""","201 ""I Know a Girl"" ",Very Good
IDEALS,CHECKER,Singles: 7-inch,Doo Wop,"B-side= the immortal ""Mary's Lamb.""","920 ""Knee Socks"" ",Very Good
ROCKIN' RAMRODS,CLARIDGE,Singles: 7-inch,Rock,"B-side= ""Tears Melt The Stones.""","301 ""Don't Fool with Fu  Manchu"" ",Very Good
EXCELLENTS,BLAST,Singles: 7-inch,Doo Wop,"B-side= ""You Baby You.""","205 ""Coney Island Baby"" Red and white label.",Very Good
"DELPHS, Jimmy",CARLA,Singles: 7-inch,Soul,"B-side= ""I've Been Fooled Before."" Small cut-out hole.","2535 ""Almost"" ",Very Good
KITCHEN CINQ,LHI,Singles: 7-inch,Psychedelic/Garage,"LHI 17010. ""Still In Love With You Baby"" and ""Ride The Wind."" With original LHI sleeve.",17005 thru 17015 ,Very Good +
"ANGEL, Ronnie",RITA,Singles: 7-inch,Rockabilly,"B-side= ""That's Alright.""","1011 ""Angel Tears"" ",Very Good
"EDWARDS, Vincent",RUSS-FI,Singles: 7-inch,Rockabilly,"B-side= ""Squeelin Parrot (Twist).""","7001 ""Why Did You Leave  Me"" ",Very Good ++
"TOROK, Mitchell",DECCA,Singles: 7-inch,Rockabilly,"B-side= ""Teenie Weenie Bikini."" With original Decca sleeve.","30901 ""The P.T.A. Rock and  Roll"" ",Very Good
ROBINS,SPARK,Singles: 7-inch,Doo Wop,"Very slight edge warp that does not affect play at all. B-side= ""Whadaya Want?"" Stickers on both sides of label. ","110 ""If Teardrops Were  Kisses"" ",Very Good
REBELS,MARLEE,Singles: 7-inch,Instrumental,"B-side= ""Wild Weekend Cha-Cha."" Sticker on one side of label.","0094 ""Wild Weekend"" ""Marlee"" is one word. Reads ""Shantodd Pub.""",Very Good +
SULTANS,COUNSEL,Singles: 7-inch,Instrumental,"B-side= ""No Fishin' Allowed.""","1011 ""Tennessee  Rock"" ",Very Good
"SCOTT, Jack",GROOVE,Singles: 7-inch,Rockabilly,"Edge warp that does not affect play, otherwise, vinyl is NM. B-side= ""Blue Skies."" With original Groove sleeve.","0031 ""I Knew You First"" ",Very Good
RIBBONS,MARSH,Singles: 7-inch,Soul,"B-side= ""My Baby Said."" Girl group.","202 ""Ain't Gonna Kiss Ya"" ",Very Good +
"DAVIS, Jan",DIRECT HIT,Singles: 7-inch,Instrumental,"Direct Hit 1002. ""Raunchy"" and ""Dark Blue.""", ,Very Good +
LOVEJOYS,TIGER,Singles: 7-inch,Soul,"B-side= ""It's Mighty Nice.""","105 ""Payin' "" First issue.",Very Good
LITTLE HOOKS & KINGS,CENTURY,Singles: 7-inch,R&B,"B-side= ""How To Start A Romance.""","1300 ""Count Your  Blessings"" Second issue.",Very Good
PYRAMIDS,CEDWICKE,Singles: 7-inch,Surf,"DJ Copy. Plays VG. B-side= ""Pressure.""","13006 ""Contact"" ",Good
SHELDONS,PHILIPS,Singles: 7-inch,Instrumental,"DJ Copy. B-side= ""The Shark.""","40031 ""Wonderful Land"" ",Very Good +
PENTAGONS,FLEET INT,Singles: 7-inch,Doo Wop,"B-side= ""Down At The Beach."" Tape on one side of label. Very small edge warp (less that 1/2 inch) on the extreme edge of the record that does not affect play. "," 100 ""To Be  Loved""",Very Good
"SCOTT, Rodney",MR. PEEKE,Singles: 7-inch,Rockabilly,"DJ Copy. B-side= ""He'll Be There.""","119 ""You're So  Square"" ",Very Good +
INTERNS,PARADISE,Singles: 7-inch,Psychedelic/Garage,"B-side= ""Sally Met Molly.""","1019 ""Have Mercy"" ",Near Mint
"SHAGNASTY, Boliver",QUARTERCASH,Singles: 7-inch,Rockabilly,VG- but plays VG. QC 70. Maroon label.,"1/2 ""Yo-Yo""/""Tapping That  Thing"" ",Very Good
MEMOS,MEMO,Singles: 7-inch,Rockabilly,"B-side= ""The Biddy Leg."" Initials written on label.","34891 ""My Type of Girl"" ",Very Good
STRANGERS,TITAN,Singles: 7-inch,Instrumental,"B-side= ""A Lost Soul.""","1702 ""Hill Stomp"" ",Very Good
"WHITSETT, Tim, & Imperial Show Band",TREBCO,Singles: 7-inch,Instrumental,"B-side= ""Pipe Dreams."" Nice guitar on Side 1!","701 ""Jive Harp"" First issue.",Very Good
"FRY, Bobby, & Troupe",DORE,Singles: 7-inch,Instrumental,"DJ Copy. B-side= ""X-2.""","527 ""Let's Split"" ",Very Good
HYSTERICAL SOCIETY BOYS,ERB,Singles: 7-inch,Rockabilly,"B-side= ""I Got Shot."" Amarillo, Texas band.","620001 ""Funny Face"" ",Very Good
DUKAYS,NAT,Singles: 7-inch,Doo Wop,"DJ Copy. B-side= ""The Big Lie."" Pen marks on label.","4001 ""The Girl's a Devil"" ",Very Good +
